country_code,n_products,n_paradox_up,n_paradox_down,n_paradox_any,pct_nova4,pct_ns_healthy,pct_ns_unhealthy,mean_ns_score,mean_energy,mean_sugar,mean_salt,mean_fat,mean_sat_fat,mean_fiber,mean_protein,mean_additives,discordance_up_pct,discordance_down_pct,discordance_any_pct,ncd_mortality_pct,diabetes_pct,life_expectancy,overweight_adult_pct,gdp_per_capita_ppp,population,smoking_pct,alcohol_per_capita,health_exp_ppp_pc,health_exp_pct_gdp,kcal_per_capita_day,protein_g_per_capita_day,fat_g_per_capita_day
DZA,373,10,6,16,0.7882037533512064,0.10187667560321716,0.6943699731903485,14.52278820375335,278.8063848512875,21.025944693582897,0.5064273279526227,15.08673338374625,6.428217416364862,1.9376972313825611,4.253408134805775,2.386058981233244,2.680965147453083,1.6085790884718498,4.289544235924933,13.3,17.5,76.475,57.62,17620.7423956126,46814308.0,21.2,0.54,732.004025956997,4.35082531,3422.2233333333334,94.37,99.35666666666668
ESP,27431,2192,269,2461,0.5058145893332361,0.36218147351536584,0.43177426998651164,8.597499179760126,330.76961066962633,10.118515401441948,0.8578812257812257,23.207979917028965,6.14234835322051,3.0356783624561983,7.037333490187423,1.7430092238142112,7.990959133826693,0.9806423389595713,8.971601472786265,9.3,9.7,83.8878048780488,49.9,57965.2948138837,48848840.0,28.4,9.16,4934.94772587453,9.2206583,3369.3666666666663,115.30666666666669,154.56
EST,139,28,0,28,0.7410071942446043,0.31654676258992803,0.45323741007194246,10.81294964028777,230.59916919318113,15.874846958796597,0.5201081235011991,12.212113581861782,5.3924748586504725,2.8154628557319996,5.226565293305731,1.9280575539568345,20.14388489208633,0.0,20.14388489208633,15.5,6.9,79.2951219512195,57.21,49968.7108278373,1372341.0,28.3,10.68,3740.86106413705,7.83648062,3277.3233333333337,111.22333333333334,138.71
European Union,72,8,1,9,0.6388888888888888,0.2638888888888889,0.4444444444444444,8.819444444444445,269.3754658068895,13.175982261058317,0.7296462516733602,10.547382865123641,3.4255756359596248,3.2118265576621217,6.946842369477912,1.4722222222222223,11.11111111111111,1.3888888888888888,12.5,,,,,,,,,,,,,
FIN,1186,223,7,230,0.7403035413153457,0.3372681281618887,0.42327150084317033,9.392074198988196,249.50964196259383,14.44756847646755,0.705893943111426,11.860909238702927,4.811036942703828,3.989324178916965,6.897622379360107,2.2377740303541316,18.802698145025296,0.5902192242833052,19.392917369308602,9.6,6.9,82.3365853658537,55.28,65378.3841859721,5619911.0,22.3,9.08,6433.37242991069,10.47389507,3351.183333333333,125.59,125.38666666666666
FRA,484136,36490,6580,43070,0.5725663863046747,0.2565766644083481,0.5208784308541402,10.708676900705587,281.250868225625,13.420514802621963,0.9070693428970101,15.59994475060283,5.694397072517428,2.5027600654698254,7.697091675548166,1.61045517264172,7.5371383247682475,1.3591222301171573,8.896260554885405,10.2,6.5,82.9804878048781,34.29,62556.91810454,68551653.0,34.6,10.32,6868.20609701239,11.53530598,3503.933333333333,117.34,149.19333333333333
GBR,28128,4081,326,4407,0.6057309442548351,0.3224900455062571,0.42150170648464164,8.954813708759955,269.2817673062533,11.537915670194499,0.943568941950778,13.627065100947341,4.633642936873753,3.0831522102317424,7.699693647835721,1.8229877701934016,14.50867463026166,1.1589874857792946,15.667662116040956,11.0,7.4,81.3868536585366,61.42,62009.4907765366,69226000.0,14.2,10.73,6605.75253933223,11.133358,3365.0,109.13333333333333,140.65333333333334
GRC,231,25,6,31,0.5974025974025974,0.2857142857142857,0.4588744588744589,9.952380952380953,294.455376964887,11.771653771284575,0.9088824415308372,13.999591429347982,5.32366925114408,3.317778165907532,7.508845974459766,1.4805194805194806,10.822510822510822,2.5974025974025974,13.41991341991342,12.0,8.0,81.8390243902439,61.44,44327.2097808276,10405134.0,32.8,5.81,3453.89441532691,8.39367008,3358.903333333333,109.33333333333331,150.50666666666666
HKG,57,6,0,6,0.6140350877192983,0.3157894736842105,0.5087719298245614,10.192982456140351,255.02161300345944,12.084718401264036,0.5607724988937365,10.170429918833564,4.562916576219903,2.8847761324339487,6.1119331904537,2.491228070175439,10.526315789473683,0.0,10.526315789473683,,8.2,85.3926829268293,,75195.9865970615,7524100.0,,,,,2927.786666666667,126.77666666666666,117.29333333333334
HRV,736,62,7,69,0.59375,0.2758152173913043,0.47282608695652173,9.921195652173912,280.44749685200827,12.733707112012436,0.9908877237938118,14.131780553374574,5.2273126282913065,3.3979589994024177,7.147831615249758,1.6059782608695652,8.423913043478262,0.9510869565217392,9.375,15.9,10.5,78.9292682926829,64.22,49550.7921506017,3866200.0,37.0,7.65,3229.33564953197,7.14699411,3415.6366666666668,113.21999999999998,139.03666666666666
HUN,278,17,4,21,0.7086330935251799,0.17625899280575538,0.5503597122302158,11.406474820143885,272.96919771454645,13.064558374585983,0.7864234234574128,14.79330112523459,6.2919106104349005,2.825662927596336,6.784276430842537,2.2482014388489207,6.115107913669065,1.4388489208633095,7.553956834532374,21.7,8.3,76.7243902439025,62.17,48552.4708092529,9562065.0,32.2,9.93,2875.2067856772,6.36868954,3483.763333333334,92.59666666666668,156.48
IND,594,37,12,49,0.6111111111111112,0.2542087542087542,0.5791245791245792,12.515151515151516,315.06762907864584,13.977679243452194,1.140329229083544,16.079160931668245,7.465263280551642,4.732776141583254,7.719787114128567,2.491582491582492,6.228956228956229,2.0202020202020203,8.24915824915825,23.6,10.5,72.235,29.48,11159.9856476091,1450935791.0,24.3,4.1,346.246240799183,3.33944035,2604.4733333333334,72.88666666666667,63.38
IRL,3672,598,30,628,0.6595860566448801,0.3194444444444444,0.4338235294117647,9.170751633986928,274.8988237482662,11.465106556962402,0.9281641112387224,14.143479203497725,4.680810037369587,3.0423184844871027,7.732430956571145,2.0506535947712417,16.285403050108933,0.8169934640522877,17.10239651416122,9.6,3.6,83.009756097561,64.74,133437.470117019,5395790.0,19.3,10.77,8772.47310002337,6.85410833,3918.0766666666655,137.57333333333335,156.8033333333333
ITA,20972,1473,239,1712,0.4682910547396529,0.32977303070761016,0.44998092695021935,8.935390043868015,320.46283484668385,10.89263300325895,0.835556611217705,19.33007168865716,5.7639801837402285,3.1668557072424717,7.9147753685714575,0.9996185390043868,7.023650581728018,1.1396147243944306,8.16326530612245,9.1,7.7,83.9512195121951,49.15,62014.2675153689,58952704.0,22.4,6.97,4992.80267729202,8.44437313,3717.25,116.20333333333332,160.17333333333332
JPN,113,16,0,16,0.7256637168141593,0.34513274336283184,0.504424778761062,11.52212389380531,230.67837739842747,15.4597266001532,1.0557238638454622,10.49784686549803,4.735614058792983,3.4333582491618015,4.7828066025536,1.6017699115044248,14.15929203539823,0.0,14.15929203539823,8.0,8.1,84.0363414634146,24.04,52039.1716551611,123975371.0,19.2,6.38,5365.0750064152,10.73979473,,,
LTU,107,9,2,11,0.719626168224299,0.24299065420560748,0.4953271028037383,9.925233644859814,281.77802540922255,10.628855068377186,0.7695062414380144,14.49057666096034,4.732706965308011,2.8642249484946003,6.891272832689592,2.2710280373831777,8.411214953271028,1.8691588785046727,10.2803738317757,19.8,7.5,77.1951219512195,58.67,55285.8991934304,2888278.0,31.4,12.1,4127.40238575885,7.59519005,3357.85,125.94666666666669,126.78333333333336
LUX,106,26,2,28,0.7452830188679245,0.3867924528301887,0.330188679245283,7.009433962264151,211.8198137954589,10.599643993012254,0.6537560580662476,9.789089471583363,3.353662429389314,2.789696872232531,7.16592601451437,2.2358490566037736,24.528301886792452,1.8867924528301887,26.41509433962264,7.8,5.8,83.1951219512195,51.52,155941.288210791,677012.0,23.0,10.82,8807.5855816904,5.89136267,3492.99,119.55333333333331,132.48333333333335
LVA,70,14,0,14,0.7714285714285715,0.3142857142857143,0.4857142857142857,9.428571428571429,232.8787604328138,12.919138248847927,0.45245184331797234,12.111935483870969,5.930317836812144,3.2175197895665324,6.43278801843318,1.6714285714285715,20.0,0.0,20.0,22.7,7.1,76.4292682926829,59.32,43394.2732822314,1866124.0,33.9,12.87,3033.87411302447,7.27783823,3292.7533333333336,107.43333333333334,148.67999999999998
MAR,738,64,5,69,0.7913279132791328,0.18699186991869918,0.6314363143631436,13.028455284552846,311.0205544906002,16.62664706637244,0.8903588360032408,16.683374824524883,6.808650524916054,2.74093144822369,5.734707612700269,2.1666666666666665,8.672086720867208,0.6775067750677507,9.34959349593496,22.0,11.9,75.493,54.95,10415.1240234375,38081173.0,13.0,0.5,606.044278328875,6.06396198,3352.1800000000003,99.02333333333333,75.95333333333333
MEX,5045,619,87,706,0.7054509415262636,0.2551040634291378,0.512388503468781,10.120515361744301,241.97577433604246,10.994751559063191,1.0635538178177313,11.703213877519474,4.330941843512499,2.583692820746258,6.268980523681012,2.754410307234886,12.269573835480674,1.7244796828543112,13.994053518334985,16.3,16.4,75.264,73.38,26185.3564713253,130861007.0,14.9,4.79,1367.99293806662,5.50398684,3278.63,99.42,107.65666666666668
NLD,2094,374,19,393,0.6776504297994269,0.35864374403056354,0.383476599808978,7.940783190066858,236.7061292159506,11.144844071371828,0.8795221192585905,11.762568861730069,3.8050003114999202,2.872932612177133,7.4205341363110415,2.1981852913085005,17.860553963705826,0.9073543457497613,18.76790830945559,9.9,5.0,81.9658536585366,45.93,86173.6290841738,17993485.0,21.3,8.71,8194.56817525471,10.00551128,3466.9166666666665,114.62333333333332,141.96666666666667
NOR,743,116,4,120,0.775235531628533,0.2570659488559892,0.47510094212651416,10.195154777927321,250.77082093679576,12.516289810386523,0.7981707349157878,13.035619065615297,4.47918479048272,3.283955521180528,7.286049152936302,2.3714670255720054,15.612382234185734,0.5383580080753702,16.1507402422611,7.8,4.8,83.1609756097561,57.48,102037.526800237,5572279.0,14.2,7.38,9523.30517462555,9.42925453,3490.043333333333,126.67,138.61
NZL,262,52,3,55,0.648854961832061,0.3893129770992366,0.3931297709923664,7.606870229007634,247.8162787063344,9.971722761424994,0.7589160378702303,11.627828393016967,3.814516143851695,3.7644331998462515,9.11272963767527,2.4427480916030535,19.84732824427481,1.1450381679389312,20.99236641221374,10.3,6.7,82.009756097561,67.44,55551.143658637,5287500.0,12.2,10.02,5575.77384303509,10.06186676,3135.543333333333,101.89333333333332,113.07
PHL,270,21,0,21,0.9111111111111111,0.1,0.8111111111111111,18.918518518518518,327.31207960439866,16.13477846309494,1.765995192216752,14.255070281428823,7.879961971371982,2.5197467426823215,6.618914730660508,4.333333333333333,7.777777777777778,0.0,7.777777777777778,31.9,7.5,69.946,35.0,11794.1375488492,115843670.0,20.4,5.66,560.418506292015,5.10122538,2917.0866666666666,77.13,56.55666666666667
POL,6907,576,100,676,0.594324598233676,0.2773997393948169,0.45113652815983785,9.050962791371072,250.9173330246305,10.309486848095329,1.0657483281836646,13.618563822425516,4.799092862106712,3.096639289184487,7.345587517133367,1.733458809902997,8.339365860721008,1.4478065730418417,9.78717243376285,17.0,8.1,78.409756097561,62.74,51262.5105756884,36559233.0,23.6,11.66,3938.95472285932,8.06380177,3709.293333333333,119.09333333333332,139.17
PRT,5280,640,44,684,0.5895833333333333,0.2943181818181818,0.471969696969697,9.134469696969697,262.7062212511103,9.948057154626701,0.8626816118918973,13.63069832274142,5.314642058206564,2.8871515487329074,9.115861603704287,1.8431818181818183,12.121212121212121,0.8333333333333334,12.954545454545455,10.5,10.5,82.3829268292683,54.68,51679.8883807527,10694681.0,25.6,8.88,4928.03132034767,10.24061108,3512.58,121.82666666666668,143.61
QAT,68,4,0,4,0.8382352941176471,0.1323529411764706,0.6911764705882353,14.25,261.597007114697,16.476596760397,0.6291233324427581,12.092740933524682,6.751671190472929,1.830001699992383,5.321068801886181,3.75,5.88235294117647,0.0,5.88235294117647,12.1,24.6,82.522,76.6,126046.354855612,2857822.0,12.5,1.05,2900.58226967307,2.52358818,3289.2233333333334,108.96,110.50666666666666
ROU,686,68,6,74,0.7346938775510204,0.19096209912536444,0.5918367346938775,11.935860058309038,250.34164211419682,11.171960897774127,1.2103653456651098,13.527349537906177,5.520679792278303,2.2288341580328765,6.698003699520175,2.0,9.912536443148689,0.8746355685131195,10.787172011661808,21.5,7.5,76.4585365853659,65.08,49076.5399383138,19051804.0,30.0,16.8,2614.09426055762,5.70901489,3670.366666666667,111.70333333333332,137.76
RUS,71,2,0,2,0.6619718309859155,0.22535211267605634,0.6197183098591549,13.352112676056338,364.20363197189283,13.680170995670997,0.6704068544600938,20.78950661545028,5.428769047619047,2.1400466200466197,6.028699103713188,2.2816901408450705,2.8169014084507045,0.0,2.8169014084507045,22.4,5.9,73.4404878048781,58.76,47404.96484375,143533851.0,29.2,10.53,3203.80624404722,7.04438496,3487.4066666666663,116.83,124.0
SAU,110,12,4,16,0.6818181818181818,0.3,0.4636363636363636,9.218181818181819,257.4450976704053,11.108604906488628,0.6125654634948585,12.19828287736675,4.116987613948987,3.5663434039859054,7.638797688121787,2.790909090909091,10.909090909090908,3.6363636363636362,14.545454545454545,13.6,23.1,78.982,71.84,71375.3727890285,35300280.0,14.9,0.0,3475.05778671586,5.68722248,3703.44,105.96666666666664,112.46333333333332
SGP,91,12,0,12,0.7142857142857143,0.24175824175824176,0.4725274725274725,9.384615384615385,230.87790683470334,11.67393475043958,0.7137866782193855,11.512218115933427,3.656705466842192,3.1935048713170784,8.41149268404616,2.6373626373626373,13.186813186813188,0.0,13.186813186813188,10.3,11.4,83.3463414634146,40.73,150689.301625826,6036860.0,16.4,1.81,6551.26185012408,4.49163246,,,
SRB,82,9,1,10,0.6829268292682927,0.3048780487804878,0.5,11.707317073170731,289.2472248280175,14.692398373983739,0.5569468808630393,14.119643527204502,6.008850902184236,3.149578152325969,6.076316447779862,1.5365853658536586,10.975609756097562,1.2195121951219512,12.195121951219512,20.7,10.5,75.9682926829268,54.27,32832.1763221005,6586476.0,39.5,,2302.62447828459,8.03133774,3851.963333333333,134.29666666666665,114.24666666666668
SVK,54,10,0,10,0.7592592592592593,0.2777777777777778,0.5185185185185185,12.814814814814815,289.8358024074074,17.056966428571428,0.7384920635196583,14.922125162262287,6.768430396825397,2.6592337398373984,7.922398649910618,1.7777777777777777,18.51851851851852,0.0,18.51851851851852,16.6,7.1,78.3707317073171,60.56,48132.356430543,5422069.0,32.4,10.67,3230.2453507094,7.35262203,2979.88,81.32333333333334,147.03
SVN,56,7,1,8,0.7678571428571429,0.21428571428571427,0.4642857142857143,11.446428571428571,271.9049747946109,18.863690476190477,0.595982886904762,12.578214285714285,5.145416666666668,2.101135301182557,7.123928571428572,1.5,12.5,1.7857142857142856,14.285714285714285,11.6,7.0,82.2853658536585,54.85,57186.3713538174,2127400.0,20.1,10.41,5424.8881250739,9.87630939,3140.0033333333336,101.05333333333331,111.10333333333334
SWE,3915,354,55,409,0.6288633461047254,0.25874840357598977,0.49169859514687103,9.913409961685824,257.7311262443142,10.442782849790945,0.954625522591777,14.505163958911886,5.008339480961664,3.025185792103187,7.017697331754505,1.8074074074074074,9.042145593869732,1.40485312899106,10.446998722860792,7.9,5.8,84.0634146341463,50.55,71844.9129880579,10569709.0,22.7,9.57,7770.39673557948,11.21510124,3330.773333333333,112.64666666666666,140.76
THA,273,65,0,65,0.9047619047619048,0.26373626373626374,0.43956043956043955,9.736263736263735,220.24653042997068,9.216527447378201,0.8557196045474869,9.933266020219765,3.710447327951218,2.2482951648126903,6.742703175397988,4.388888888888889,23.809523809523807,0.0,23.809523809523807,14.5,10.2,76.564,45.68,24712.0658575135,71668011.0,19.2,7.99,1066.75429251627,4.53787661,2858.463333333333,68.11,60.620000000000005
TUN,102,8,0,8,0.7156862745098039,0.23529411764705882,0.6078431372549019,12.519607843137255,258.49354163804946,14.625245123116363,0.5406760598798568,12.28326775947258,5.40346249015739,2.270643646013173,5.240514245825534,2.4411764705882355,7.8431372549019605,0.0,7.8431372549019605,13.0,16.0,76.711,57.37,14521.0080937638,12277109.0,20.5,1.71,1112.51466317739,7.98537874,3476.9533333333334,105.26,99.46999999999998
TUR,171,13,1,14,0.6374269005847953,0.23391812865497075,0.6257309941520468,13.432748538011696,338.20091907082667,18.11685524671407,0.7051755137901314,16.48848231690337,6.341191234800702,3.9126520681265204,7.118878178351863,1.6491228070175439,7.602339181286549,0.5847953216374269,8.187134502923977,15.4,16.5,77.421,67.57,45639.0192735944,85518661.0,30.5,1.69,1769.22721909599,4.27524424,,,
UKR,136,9,2,11,0.7573529411764706,0.20588235294117646,0.6691176470588235,15.669117647058824,317.32818472771555,23.826787255572086,0.7073683305858228,14.385585655314756,7.089528803490207,2.706214481856816,6.64406623175586,1.9926470588235294,6.61764705882353,1.4705882352941175,8.088235294117647,24.8,6.0,74.692,56.13,18550.462890625,37860221.0,24.9,9.24,1382.23434989345,8.2027483,2812.9166666666665,89.22666666666667,80.86666666666667
USA,33530,6149,239,6388,0.7161049806143752,0.3015210259469132,0.38165821652251714,8.302028034595883,247.3870019957364,9.560081351623111,1.0810230643590895,9.242613785304167,3.0113270443952613,3.1170747814582587,8.727690843122003,2.5715180435430955,18.338801073665376,0.7127945123769759,19.05159558604235,13.7,13.7,78.890243902439,72.43,85809.9003846359,340110988.0,24.3,9.9,13473.1932166645,16.69414902,3919.893333333333,122.39666666666666,181.1433333333333
World,110,16,0,16,0.5,0.2909090909090909,0.41818181818181815,8.027272727272727,270.5980117476106,9.091130178741905,1.9194322777521928,11.615923166919623,2.660831014635971,5.851366094019365,7.92983641666427,1.2,14.545454545454545,0.0,14.545454545454545,,,,,,,,,,,2996.213333333333,91.73333333333332,88.76333333333334
ZAF,90,13,1,14,0.6888888888888889,0.3333333333333333,0.4444444444444444,10.055555555555555,269.55100384609364,12.225528462059426,1.400581297402661,14.494013681473449,5.199551412388855,2.891102716104423,7.733978435371839,2.6555555555555554,14.444444444444443,1.1111111111111112,15.555555555555555,22.7,7.2,66.312,55.05,15456.1989933658,64007187.0,20.7,7.13,1353.75252511898,8.90966797,2701.54,79.23,96.29666666666668
